Name,Age,Quantity,Product Type,Distributor,Base Price,Margin,Total Price,Sold By,Date,Membership Number
Auria,21,9,Embroidered Sarees,India,2967,283,5555,Auria Quinnet,12/31/2022,01JGGCHB6X5NJMZFY0JVCVJNZX
Tallulah,44,7,Regional Specials,India,4835,266,6453,Tallulah Seely,6/24/2023,01JGGCHB6YXDSXFCSDVQXHM3CM
Ofella,29,13,Silk Sarees,India,5214,331,1376,Ofella Dumblton,3/20/2023,01JGGCHB70Y5J3XBH6JVB9ZCTF
Farrah,72,2,Cotton Sarees,India,714,32,6765,Farrah Redshaw,12/12/2023,01JGGCHB71Z1X7HD4P4VJQT40S
Gipsy,61,14,Regional Specials,India,8658,91,5645,Gipsy Polye,10/18/2022,01JGGCHB72DMEPQEK1VFNZM3N8
Karalee,70,6,Modern Sarees,India,2731,193,8967,Karalee Sink,5/26/2023,01JGGCHB73623JJ9143W0S59ZR
Ardath,51,15,Handloom Sarees,India,2048,146,2943,Ardath Villa,7/17/2023,01JGGCHB74KMSNWFQZKCJ0HYMB
Edy,21,6,Modern Sarees,India,6244,221,2812,Edy Sanders,4/18/2023,01JGGCHB76PM8C54127THQ4JYM
Lauralee,37,13,Silk Sarees,India,5477,178,2464,Lauralee Squelch,5/21/2023,01JGGCHB77SABYH27M7PG7YFH3
Karine,55,1,Cotton Sarees,India,6950,121,4172,Karine Gotobed,1/23/2024,01JGGCHB78GCFQBM1ZN02DWBKF
Kariotta,69,7,Silk Sarees,India,2552,203,4410,Kariotta Holbarrow,3/18/2023,01JGGCHB79Z97CAGRQ9EQSCT1K
Carine,24,13,Embroidered Sarees,India,5189,14,7957,Carine Iredale,12/11/2022,01JGGCHB7BN24NE44RY8KHBDD6
Albina,64,7,Silk Sarees,India,9009,179,2263,Albina Wallege,2/8/2023,01JGGCHB7DZPWCXQ74V3M3Y6HW
Lory,62,1,Embroidered Sarees,India,6556,180,3833,Lory Woolveridge,9/29/2024,01JGGCHB7EHRQ1RVB5T47RKY97
Francesca,21,12,Handloom Sarees,India,7513,147,5823,Francesca Ricardet,4/1/2023,01JGGCHB7FPH0ZH20FRHQ5CE0F
Kerianne,30,14,Handloom Sarees,India,8398,98,7202,Kerianne Gillopp,4/16/2024,01JGGCHB7GBFV68WXRREJM4P11
Hettie,35,2,Handloom Sarees,India,5834,190,2587,Hettie Wabe,6/20/2023,01JGGCHB7HVDF9XZ0WMHY9D452
Emilia,41,4,Cotton Sarees,India,5645,125,5764,Emilia Pickvance,11/19/2022,01JGGCHB7KC5HFG55J9BVKD14S
Elfrieda,38,5,Cotton Sarees,India,5567,87,7821,Elfrieda Umbers,9/25/2022,01JGGCHB7MBNWSRZJ7RRG35C3Q
Perri,72,11,Regional Specials,India,4745,82,9440,Perri Wombwell,3/31/2024,01JGGCHB7N13JAGKXGY83EE5QY
Noella,50,1,Silk Sarees,India,2302,254,1310,Noella Chason,8/23/2023,01JGGCHB7QC1N1H8RJ81XA4DGP
Jennilee,35,7,Embroidered Sarees,India,3007,379,4343,Jennilee Coppock.,8/24/2023,01JGGCHB7RYR78ZSD83D2WZ9R7
Emelia,52,8,Silk Sarees,India,9951,344,5833,Emelia Donet,2/2/2024,01JGGCHB7SC0CX4S5V28T99MX0
Juline,57,12,Silk Sarees,India,7948,330,4464,Juline Gullis,9/30/2022,01JGGCHB7T9RWB5G3XD8CZ4BNV
Clarine,62,9,Silk Sarees,India,9925,277,1137,Clarine Cromly,3/18/2023,01JGGCHB7VB01NAW2F1NX6JZ1M
Gretta,72,1,Silk Sarees,India,6050,107,200,Gretta Sheriff,3/23/2024,01JGGCHB7WMT0P2S7Z4WTPTGA7
Othella,29,8,Regional Specials,India,5569,44,7757,Othella Rymer,9/22/2024,01JGGCHB7ZX3A5CQYEE95PEXNF
Janna,50,5,Cotton Sarees,India,1341,39,5513,Janna Andrag,12/10/2022,01JGGCHB824D01PYEEZASFAP5N
Emmalee,61,10,Handloom Sarees,India,6096,100,6789,Emmalee Parnham,9/16/2022,01JGGCHB8509DT8B5GPSM06YHM
Joceline,72,4,Regional Specials,India,2580,295,3857,Joceline Grahamslaw,6/18/2024,01JGGCHB86VS32YB5Y2TRNNXRB
Shandee,52,11,Cotton Sarees,India,2768,142,9085,Shandee Totman,6/30/2022,01JGGCHB872X9CFMN9N9CNBCXP
Quintilla,76,3,Regional Specials,India,8835,309,6152,Quintilla Sommerscales,12/9/2024,01JGGCHB88SXQYGK4FEWGDQV6A
Delinda,43,12,Embroidered Sarees,India,1395,395,2980,Delinda McKain,11/12/2024,01JGGCHB8AXVGFMPW3SMC6MDVH
Kyrstin,71,8,Cotton Sarees,India,213,317,7605,Kyrstin Joret,7/31/2022,01JGGCHB8BA8XJKGFESXNFFCKW
Moreen,71,13,Embroidered Sarees,India,212,22,5447,Moreen Frankowski,10/30/2023,01JGGCHB8CH582NMB74CCE62F0
Dorrie,32,14,Cotton Sarees,India,9966,32,7378,Dorrie Dikes,1/4/2024,01JGGCHB8D7WK7GEGJZ93GP3HN
Terza,23,12,Regional Specials,India,1445,175,3507,Terza Goering,5/13/2023,01JGGCHB8E4Q1Y6KS70NRERG8E
Kassandra,55,13,Modern Sarees,India,9774,118,6929,Kassandra Dalyell,4/15/2024,01JGGCHB8F97GQNMRAA0DVPEVM
Alecia,68,4,Embroidered Sarees,India,1499,197,2628,Alecia McCarter,8/3/2023,01JGGCHB8GY1AQWG27S61PA034
Gussi,58,1,Modern Sarees,India,9444,349,131,Gussi O'Lennane,6/17/2023,01JGGCHB8HCTWY1FV8NCZ6P418
Adey,32,11,Modern Sarees,India,2682,268,5054,Adey Hatliff,10/7/2022,01JGGCHB8JTQXPK6543B5ASMGQ
Corina,48,8,Embroidered Sarees,India,902,134,3904,Corina Withams,2/19/2024,01JGGCHB8KA8KQ0AWQ1PV1A3AJ
Hedda,56,15,Regional Specials,India,8380,382,3821,Hedda Beal,10/2/2022,01JGGCHB8N2QNHRGP65575WBKX
Chelsey,55,12,Cotton Sarees,India,8681,171,4058,Chelsey Jickles,7/10/2022,01JGGCHB8P12Z8X3YG46Q8HY3S
Emmaline,44,6,Modern Sarees,India,3333,294,7070,Emmaline Meale,4/16/2023,01JGGCHB8QZCCQKPNDV812JAY6
Anastassia,62,14,Embroidered Sarees,India,717,109,2419,Anastassia MacArd,2/25/2023,01JGGCHB8R72RQP1HRTZ5AAXHV
Christan,48,14,Regional Specials,India,1149,218,168,Christan Wherton,7/17/2023,01JGGCHB8SPTMYV0825NKNKN98
Harriott,42,10,Modern Sarees,India,8170,101,276,Harriott Zamora,6/15/2022,01JGGCHB8T3YK0X0H8287H1WZN
Dionis,58,1,Silk Sarees,India,6722,204,2191,Dionis Vahl,1/20/2024,01JGGCHB8VGZGCAZW3NZAQ7C0K
Rochette,34,11,Silk Sarees,India,246,288,7623,Rochette Causby,7/19/2024,01JGGCHB8WG1E6F6KGWA1TVEX6
Rycca,33,14,Silk Sarees,India,7504,48,6244,Rycca Liptrod,3/2/2024,01JGGCHB8XWK5AYSXR8W0G8A0W
Brenda,27,3,Silk Sarees,India,2976,180,895,Brenda Droogan,9/8/2024,01JGGCHB8ZYQCEJGVCKB5Q9S8D
Vallie,48,2,Embroidered Sarees,India,1299,168,6799,Vallie Gregor,3/6/2024,01JGGCHB90W7G8ZTGJ02SSC8XM
Etta,21,5,Handloom Sarees,India,8386,245,4603,Etta cornhill,11/21/2022,01JGGCHB91XSNHJS6ESW8MVBBQ
Mariann,56,3,Modern Sarees,India,321,137,7582,Mariann O'Hartnedy,10/23/2022,01JGGCHB92S8WJ2PEB344GN3VF
Rosamond,80,9,Handloom Sarees,India,146,111,563,Rosamond Mathison,7/30/2023,01JGGCHB9486SR1E7H65M9RATQ
Della,35,8,Modern Sarees,India,117,212,1324,Della Hagley,4/29/2023,01JGGCHB955A81G615WTZP6H1V
Kandy,22,4,Modern Sarees,India,7693,360,2347,Kandy MacGowan,8/22/2024,01JGGCHB96XZN4X5PB3HZ8DWD7
Maitilde,38,6,Embroidered Sarees,India,1697,233,2250,Maitilde Sooper,6/25/2022,01JGGCHB97WCENMJ6NEEQE6HWH
Wren,24,4,Embroidered Sarees,India,9387,282,3483,Wren Kettlesing,2/24/2024,01JGGCHB98WJJ400D2V9ZNRYP9
Cynthy,75,13,Embroidered Sarees,India,8147,244,114,Cynthy Novotni,12/26/2022,01JGGCHB9A5NNSK9MP06919YHN
Elsa,36,11,Cotton Sarees,India,2450,257,7880,Elsa Muckian,9/28/2024,01JGGCHB9BNQDG6V5D5FYPFMH2
Edyth,45,11,Embroidered Sarees,India,6553,219,6290,Edyth Belfit,3/3/2023,01JGGCHB9C1CZRZWP1Y56GN1B4
Brittney,21,7,Modern Sarees,India,8686,154,186,Brittney Pluck,12/3/2024,01JGGCHB9DSX9F0NXJQXXXRW0Q
Kamilah,34,10,Regional Specials,India,6046,321,9804,Kamilah Groger,3/17/2024,01JGGCHB9EEGZ39QTY962Z8PMT
Malynda,44,12,Silk Sarees,India,6328,9,9641,Malynda Uppett,11/25/2022,01JGGCHB9FSPJJ03RVMPX8MJTS
Chrystel,68,15,Modern Sarees,India,4572,72,7941,Chrystel Combes,11/5/2024,01JGGCHB9GZR2BPNW7X7W8928M
Kissee,26,3,Regional Specials,India,5796,1,9304,Kissee Hewertson,9/19/2024,01JGGCHB9H472JGP2PA48YN1NA
Elisabet,65,13,Embroidered Sarees,India,1615,332,3054,Elisabet Salle,4/24/2024,01JGGCHB9JBBTVCN6Z0SMNYVXD
Devonne,63,12,Silk Sarees,India,7211,130,8872,Devonne Quinlan,9/23/2023,01JGGCHB9K8WNNK7T235GD1FVC
Carina,77,14,Silk Sarees,India,1413,22,6322,Carina Gainseford,7/21/2023,01JGGCHB9ME8BEX8B5X6C157FP
Lulita,43,3,Embroidered Sarees,India,2279,301,5950,Lulita Brawn,10/24/2022,01JGGCHB9NBA8DF5KEP2AA8KSY
Franni,22,15,Silk Sarees,India,9627,14,2248,Franni Ewbank,9/20/2024,01JGGCHB9PBRJM0A7Z38XX48X3
Kirby,50,12,Modern Sarees,India,1853,310,2435,Kirby Bluck,9/15/2024,01JGGCHBA1N12FAY9V95TTCSSA
Dollie,52,3,Modern Sarees,India,6318,86,4900,Dollie Freeth,3/25/2024,01JGGCHBA2P7NYZ78EJY0DAXDT
Melony,45,11,Handloom Sarees,India,2848,42,1330,Melony Laytham,4/5/2024,01JGGCHBA3BE5W60NCQD1GJ2NV
Dorita,72,1,Cotton Sarees,India,5287,374,4171,Dorita Etuck,4/29/2023,01JGGCHBA4TEYS81VSYTEEB6C8
Lidia,28,6,Regional Specials,India,3007,169,8977,Lidia Mechell,1/20/2024,01JGGCHBA52GDE36NSRMC55VMT
Josi,77,7,Regional Specials,India,6160,168,7399,Josi Paulou,6/12/2023,01JGGCHBA6S9XVQV3XQF5Y81ED
Harlene,59,2,Handloom Sarees,India,5679,134,4181,Harlene Vakhrushin,4/11/2024,01JGGCHBA7EF444Y5WRX9ACKZ0
Annmaria,69,4,Cotton Sarees,India,9275,182,6355,Annmaria Crann,7/19/2022,01JGGCHBA8KXX0T0TG2MMEHP3H
Lorelle,45,10,Handloom Sarees,India,7732,52,7628,Lorelle Mougeot,2/23/2024,01JGGCHBA9C7CE2TNYQX572880
Ophelia,38,11,Cotton Sarees,India,8193,248,733,Ophelia Gash,6/11/2023,01JGGCHBAA4FEKWJAN0MQAW2TG
Vinita,44,15,Embroidered Sarees,India,2101,290,2595,Vinita Brookson,11/23/2024,01JGGCHBABJ4RJD94W7R6F7T0K
Jere,41,8,Modern Sarees,India,4280,20,4905,Jere Tregale,7/22/2024,01JGGCHBACEXJNKJDE31D0S13H
Charleen,39,3,Modern Sarees,India,8710,34,8129,Charleen Dirr,12/24/2024,01JGGCHBAENHK4KNF6AFFW1VP1
Kass,47,4,Silk Sarees,India,1690,259,5988,Kass Elvidge,11/16/2022,01JGGCHBAF302855B7XJEJMSNV
Alexa,49,8,Handloom Sarees,India,4101,291,5490,Alexa Haresnape,11/11/2023,01JGGCHBAGQBX7KGXAVX6ZF77G
Modestia,76,12,Regional Specials,India,2032,141,369,Modestia Stranaghan,10/3/2023,01JGGCHBAH2VPP3V4FESEN4GX2
Dacey,65,5,Modern Sarees,India,4693,81,2681,Dacey Trusslove,3/24/2023,01JGGCHBAJAPN1HACBEZ6TYZ25
Murial,71,4,Modern Sarees,India,4883,368,7820,Murial Dinsey,9/10/2022,01JGGCHBAKV1BF0QHPDDVVZREE
Marillin,39,9,Modern Sarees,India,6891,204,1463,Marillin Leggat,10/22/2023,01JGGCHBAMJRP61BESH35AJGF3
Janot,68,6,Modern Sarees,India,9950,185,2182,Janot Withur,12/20/2023,01JGGCHBAN5KYWREEQDE8MXBX1
Hester,45,10,Embroidered Sarees,India,1454,361,9146,Hester Tyght,8/9/2022,01JGGCHBAPM5WK59W3MWT0H5EM
Fernandina,61,9,Cotton Sarees,India,3355,83,814,Fernandina Marjanski,5/27/2023,01JGGCHBAQTQZQ46CM40J2K4VM
Sorcha,35,10,Modern Sarees,India,8981,297,3645,Sorcha Waymont,12/16/2022,01JGGCHBAR60Z69J4NAGEMWFAR
Rica,40,9,Regional Specials,India,9982,101,1278,Rica De Coursey,5/28/2023,01JGGCHBASHYS8BFC3HSPGBYXJ
Norine,43,15,Handloom Sarees,India,7710,366,8404,Norine Denington,6/7/2024,01JGGCHBATQD2GTJQ7TJ5J2K3W
Camila,26,6,Regional Specials,India,8765,236,9830,Camila Campagne,8/11/2022,01JGGCHBAW04SZNWXV6TTMMCVV
Hazel,61,7,Regional Specials,India,4860,118,1755,Hazel Caunt,9/4/2023,01JGGCHBAX1RT6AXEQ8ES82S1N
Chrissy,62,11,Embroidered Sarees,India,2255,266,3506,Chrissy Ruprecht,5/13/2023,01JGGCHBAYPXPRM7FT6NM30KAN
Kata,23,5,Silk Sarees,India,6854,19,8241,Kata Moore,4/11/2024,01JGGCHBAZ0FZ0HKHYVQCPN62W
Johnna,53,2,Regional Specials,India,6988,175,889,Johnna Wharfe,8/12/2024,01JGGCHBB0692XEPK103HGJV05
Lanita,54,8,Handloom Sarees,India,3043,114,544,Lanita Slocket,4/16/2023,01JGGCHBB19TQ2RXDNZCFBSZ48
Verla,67,3,Modern Sarees,India,5484,269,5271,Verla Stamper,10/10/2022,01JGGCHBB2D904Y1J91A091GSE
Sibylle,77,13,Modern Sarees,India,9988,390,4519,Sibylle Newling,10/16/2024,01JGGCHBB3TG3RP6FSTMKKN1SF
Yettie,75,11,Silk Sarees,India,4317,223,8201,Yettie Wooderson,12/21/2024,01JGGCHBB4P5ANR6441GC4B9ND
Cornie,46,11,Modern Sarees,India,9208,348,5877,Cornie Crisell,12/31/2023,01JGGCHBB5V9FMWJG1T29CAV8F
Jenine,31,6,Regional Specials,India,9024,254,4181,Jenine Jacobovitz,10/2/2023,01JGGCHBB6Q887YWV7AAWN535A
Robbie,62,15,Handloom Sarees,India,3578,192,9522,Robbie Beech,8/13/2023,01JGGCHBB7PS7HH8JFGQTYKZGS
Neila,26,15,Embroidered Sarees,India,1807,14,7204,Neila Djorvic,9/21/2024,01JGGCHBB8R8A76NH1633Y6FZT
Nanci,40,6,Handloom Sarees,India,8596,133,3044,Nanci Kirkbride,4/17/2023,01JGGCHBB9AHSWY6MHDR8BTZV9
Estrellita,77,1,Regional Specials,India,3365,72,2131,Estrellita Adair,9/28/2024,01JGGCHBBAJ3M4PM9BR5B705QH
Maudie,41,9,Cotton Sarees,India,1219,153,631,Maudie Dagleas,2/15/2023,01JGGCHBBB46Y3JVG4B43NDEM4
Druci,80,11,Handloom Sarees,India,4652,52,9547,Druci Yancey,4/26/2023,01JGGCHBBCBFX311631M4XV1N2
Jobye,29,3,Embroidered Sarees,India,8427,344,2054,Jobye Oxtaby,9/26/2024,01JGGCHBBDPTZYTKD4WGHW4T3Y
Doralynne,80,5,Cotton Sarees,India,3512,145,5483,Doralynne Kluge,1/10/2023,01JGGCHBBEFVE0TJTH89KGNG9A
Alessandra,65,5,Silk Sarees,India,347,210,8615,Alessandra Jolland,12/11/2022,01JGGCHBBFSZNMJAPY66GAR4XD
Lauryn,40,14,Cotton Sarees,India,9682,118,2263,Lauryn Wale,8/3/2024,01JGGCHBBG7V6K7N1070DK047D
Halette,73,3,Regional Specials,India,2247,181,8484,Halette Fidell,6/18/2024,01JGGCHBBHVD2TS0C3YBY7H3K7
Seana,29,12,Cotton Sarees,India,7397,301,5004,Seana Varden,4/8/2023,01JGGCHBBKPK9S6Y34FVEV3SCH
Leann,57,7,Embroidered Sarees,India,4895,164,6298,Leann Fearnyhough,5/13/2024,01JGGCHBBM83QVJ9KSFRF5B8NY
Yetta,32,3,Modern Sarees,India,7870,289,9375,Yetta Elgy,7/9/2024,01JGGCHBBN4W1K227TMWG19M89
Courtnay,71,3,Regional Specials,India,5863,91,142,Courtnay Christofle,4/24/2023,01JGGCHBBP1PMCTPQQVRYQE95R
Nanci,74,4,Regional Specials,India,5778,52,7267,Nanci Truscott,8/10/2022,01JGGCHBBQ566CR6VGAQG4QG73
Laurianne,47,14,Handloom Sarees,India,7052,50,6212,Laurianne Kleen,12/30/2024,01JGGCHBBRXSDNG6MB3YBJWHAG
Gusti,36,15,Handloom Sarees,India,7202,225,3297,Gusti Kensington,10/5/2023,01JGGCHBBS7QBC77N7B2FS9YPA
Jeanie,64,9,Cotton Sarees,India,1335,337,4358,Jeanie Mouget,8/6/2023,01JGGCHBBTRP63MJQS13Z4GPCN
Iona,77,9,Silk Sarees,India,6795,379,9255,Iona McMearty,7/22/2023,01JGGCHBBV2EEYM67RGSAV2A3N
Florinda,29,13,Embroidered Sarees,India,873,399,5025,Florinda Byatt,4/17/2023,01JGGCHBBXMK8JGH77YS0MMFFY
Nani,35,11,Regional Specials,India,198,138,6734,Nani Rembaud,11/13/2024,01JGGCHBBYYD01R9GWDQ8XSQHJ
Jazmin,62,14,Modern Sarees,India,4869,98,8000,Jazmin Blampy,12/12/2022,01JGGCHBBZP7R2CFMD3J3JRYCN
Marya,24,6,Silk Sarees,India,7709,297,442,Marya Syddall,3/2/2023,01JGGCHBC0Z07Z4RP27MYP2SZT
Dodie,70,8,Modern Sarees,India,3753,54,4019,Dodie Frounks,11/22/2024,01JGGCHBC172128H6GFP8WMAYS
Genna,49,1,Modern Sarees,India,7218,256,2419,Genna Immins,3/16/2024,01JGGCHBC2CWHQ8HS5SQRA2GDM
Betti,29,15,Handloom Sarees,India,315,377,668,Betti Luckin,12/10/2023,01JGGCHBC3S4FXGEFS6KAMW3QH
Hildy,31,5,Cotton Sarees,India,5352,301,7800,Hildy Seton,12/26/2022,01JGGCHBC4M4FX504CG9BR63X3
Camille,24,6,Handloom Sarees,India,624,7,5468,Camille Gratland,9/25/2023,01JGGCHBC563A2MHB7YM1V0KQ2
Marleah,35,7,Silk Sarees,India,6946,5,8963,Marleah Freestone,9/14/2022,01JGGCHBC67YRF70J94GZA9RW5
Vera,57,6,Regional Specials,India,7409,377,5977,Vera De Malchar,8/26/2022,01JGGCHBC7B22QVMMWCRSDVV0R
Stafani,66,7,Cotton Sarees,India,113,198,5613,Stafani Langcastle,9/20/2022,01JGGCHBC8VSP1S3BEN2DDCF5N
Nettie,71,6,Embroidered Sarees,India,3207,142,4501,Nettie Glossup,2/14/2024,01JGGCHBC9ZWVDRN1CN48A3GBV
Shandee,60,1,Silk Sarees,India,1183,93,851,Shandee Jaggers,10/26/2024,01JGGCHBCABZC7ZBVKBERYYRG5
Cherish,52,2,Regional Specials,India,883,365,4325,Cherish Westhead,12/20/2023,01JGGCHBCB4ZXQ58DAT6BMND5G
Reina,62,12,Regional Specials,India,6796,78,43,Reina Antham,12/31/2023,01JGGCHBCCEG11WFYGDRBWJXKF
Addie,27,1,Handloom Sarees,India,3053,65,7949,Addie Greenalf,2/1/2023,01JGGCHBCDEDE0GC74683A0ENS
Marna,35,10,Modern Sarees,India,7989,232,4982,Marna Sepey,8/27/2024,01JGGCHBCEVB25P4S2Y46Z5EZH
Rhodie,31,9,Handloom Sarees,India,1917,374,1106,Rhodie Filyukov,1/11/2024,01JGGCHBCFN0MPW7CJN7XFG4SA
Agathe,28,5,Handloom Sarees,India,9466,314,9697,Agathe Grason,3/3/2024,01JGGCHBCH43H2YZ7BPQMYEBZN
Josepha,69,14,Cotton Sarees,India,3868,249,3315,Josepha Rappa,4/16/2024,01JGGCHBCJYYC0HZ2YM8HJYF5H
Melantha,78,4,Embroidered Sarees,India,1023,117,9853,Melantha Catteroll,12/2/2024,01JGGCHBCKE3DWK7BZVC017GX2
Issi,47,14,Cotton Sarees,India,1660,217,8917,Issi Medford,9/10/2023,01JGGCHBCMPZ7Y1YA7CW6PQVC0
Minerva,71,2,Cotton Sarees,India,8493,56,3434,Minerva Cominello,11/10/2024,01JGGCHBCNMH083TYG15TSWWV5
Carmel,55,14,Silk Sarees,India,372,331,2304,Carmel Sagg,12/2/2023,01JGGCHBCP1YRV89QKKFVDNF9G
Tanhya,23,14,Cotton Sarees,India,3667,264,3860,Tanhya Ivanyutin,8/15/2024,01JGGCHBCQ9CW923DPPY78JDMG
Alicea,73,7,Modern Sarees,India,8086,107,8205,Alicea Bernini,9/12/2023,01JGGCHBCRN09QAQR10265KPXR
Flo,62,1,Cotton Sarees,India,6671,333,8834,Flo Howat,3/8/2024,01JGGCHBCSBD0GEKHFEX3FDK4S
Korry,64,12,Regional Specials,India,7041,185,4607,Korry MacAskie,7/3/2022,01JGGCHBCTK045Y6Z0JEK20HKV
Angelika,45,1,Regional Specials,India,6986,25,4450,Angelika Vernazza,8/5/2022,01JGGCHBCVNTECVNGGX88EQHV5
Charis,61,5,Regional Specials,India,2887,70,8194,Charis O'Flaherty,8/29/2022,01JGGCHBCWBH94F7XACYB31A0X
Fifi,28,5,Modern Sarees,India,1741,123,8095,Fifi Farquarson,11/7/2022,01JGGCHBCX8YA99QRB5ZTDAD1Z
Lorrie,32,10,Regional Specials,India,7911,361,6964,Lorrie Edgell,3/7/2024,01JGGCHBCZPG7F7B99D3CXAFK9
Alexandra,25,3,Modern Sarees,India,6260,39,8328,Alexandra Buxy,12/21/2022,01JGGCHBD0SH90F649ZRH4X8WX
Judy,40,3,Silk Sarees,India,6973,33,5566,Judy Scallon,9/9/2022,01JGGCHBD29A0HMJBBD4TYGNBG
Yovonnda,43,11,Modern Sarees,India,6607,172,3325,Yovonnda Calan,7/6/2024,01JGGCHBD33Y186ER0Y5PQ48CB
Tobi,26,7,Silk Sarees,India,9035,12,550,Tobi MacKim,9/5/2022,01JGGCHBD4X2DJMCAC57S4H0H9
Euphemia,57,9,Cotton Sarees,India,665,95,7013,Euphemia Vasyushkhin,11/24/2024,01JGGCHBD52XFD8XKNM0X7YW58
Shelby,50,9,Modern Sarees,India,6905,149,8019,Shelby Organ,12/20/2022,01JGGCHBD6YRYC98DRMGXZTRPR
Erinn,46,11,Handloom Sarees,India,6244,7,7829,Erinn Male,8/19/2022,01JGGCHBD7848GCXGQNVQQ3WHJ
Devinne,55,10,Regional Specials,India,487,168,7255,Devinne McDaid,9/2/2023,01JGGCHBD8QYECJXFTYW8JN92J
Linnet,51,6,Modern Sarees,India,6535,69,6639,Linnet Ogborne,3/15/2023,01JGGCHBD9KAFR2BN67AHSBSQ3
Denna,32,7,Modern Sarees,India,3848,321,255,Denna De Gregorio,3/27/2023,01JGGCHBDAYQ7WXSTAJQREM3QH
Allis,67,9,Cotton Sarees,India,9304,357,7454,Allis Chimes,2/5/2023,01JGGCHBDC3RSKYYPYD9QQC40Y
Hendrika,38,2,Embroidered Sarees,India,1834,212,5107,Hendrika Furmage,11/30/2024,01JGGCHBDE4SHN5AYRM19763FP
Veriee,65,7,Regional Specials,India,7701,299,751,Veriee Rheaume,4/27/2024,01JGGCHBDF6MFF5WM6TTXBV93J
Irina,38,7,Regional Specials,India,6371,372,193,Irina Menure,11/24/2022,01JGGCHBDGPZSENS43AGQHN9RM
Cloris,22,3,Silk Sarees,India,8154,0,3358,Cloris Heyns,12/13/2023,01JGGCHBDH8WS5HX6HFDWJ56F0
Melissa,68,11,Regional Specials,India,3608,215,7579,Melissa Janata,1/12/2023,01JGGCHBDJ3C725PCYHZ6XPR0J
Sasha,34,5,Modern Sarees,India,4647,136,5627,Sasha Banasevich,3/21/2023,01JGGCHBDKZ0XMGB01QK3XZZMC
Shelly,49,11,Regional Specials,India,7309,349,2436,Shelly Rubartelli,6/27/2024,01JGGCHBDMAAX7BQBD41YASV6M
Adrienne,76,7,Handloom Sarees,India,4609,221,9531,Adrienne Simmen,3/30/2023,01JGGCHBDNAB13RTAB9GRK7G0X
Marlena,27,4,Modern Sarees,India,3781,204,4883,Marlena Longden,7/5/2023,01JGGCHBDPEDJ7YHY8MB9W0S3F
Mella,71,9,Silk Sarees,India,4414,282,3330,Mella Brehaut,8/8/2023,01JGGCHBDQ0G51Y4D08SW0GXJ9
Thomasa,75,4,Cotton Sarees,India,5136,160,6497,Thomasa Connett,7/7/2023,01JGGCHBDRND735J5CDDMKCB11
Carlin,22,5,Handloom Sarees,India,5152,8,8199,Carlin Houndesome,10/2/2024,01JGGCHBDSQ0TNNSS8W1Q630AM
Eulalie,64,9,Embroidered Sarees,India,7620,112,4361,Eulalie Bunclark,7/28/2023,01JGGCHBDTC8X4EY4FPJP8FQYC
Wenda,79,12,Cotton Sarees,India,6214,226,6921,Wenda Stanion,10/1/2023,01JGGCHBDVNKRRQRE53T5JYY02
Sandye,63,7,Embroidered Sarees,India,5033,131,3864,Sandye Ezzy,9/29/2023,01JGGCHBDX9VF59WS8MWNB25W8
Sabra,79,1,Handloom Sarees,India,281,313,6056,Sabra Relfe,7/11/2023,01JGGCHBDYY1QY3WXKQAZ1RVYV
Johanna,56,3,Embroidered Sarees,India,9473,96,9733,Johanna Sarah,10/7/2023,01JGGCHBDZ9X8SSKQ8JEJJCM2X
Denice,77,4,Embroidered Sarees,India,3086,10,2154,Denice Garnett,3/12/2023,01JGGCHBE1C34CRKK1TP5SDY12
Allina,56,3,Embroidered Sarees,India,4625,207,156,Allina Stoddard,4/13/2024,01JGGCHBE2W8Q2PKXXQ26MDR6G
Michell,69,9,Silk Sarees,India,1768,359,9921,Michell Probat,6/6/2024,01JGGCHBE3R13WZ8XBW6S88NA7
Marni,25,6,Handloom Sarees,India,4400,290,8872,Marni Goodbanne,1/13/2024,01JGGCHBE4G1CGRXEM41TAN3KM
Isabelita,40,13,Modern Sarees,India,954,357,2101,Isabelita Surphliss,12/4/2024,01JGGCHBE5QECWGV8PH7N11AFZ
Emmye,74,4,Silk Sarees,India,7234,243,2367,Emmye Vines,4/4/2024,01JGGCHBE609APPM7P7XFYJ8AD
Kristan,34,6,Embroidered Sarees,India,4969,189,3020,Kristan Everiss,12/31/2022,01JGGCHBE7MAC0SXMEREDG4B1M
Kip,58,4,Silk Sarees,India,8113,87,2788,Kip Dignon,4/24/2024,01JGGCHBE8Y4WV44YX78E3JJVR
Tatiania,31,4,Cotton Sarees,India,7128,95,5577,Tatiania Bridal,5/24/2023,01JGGCHBE9PKEEG2VMT7NM4FXD
Heidi,55,5,Modern Sarees,India,9537,96,5818,Heidi Tilne,5/17/2023,01JGGCHBEA1RB3T07Z2873WA4P
Margi,77,5,Embroidered Sarees,India,5392,175,6571,Margi Attewill,7/4/2024,01JGGCHBEBZ9ANW75C3YE1GCQM
Audra,47,10,Cotton Sarees,India,4073,294,8943,Audra Rostron,12/9/2022,01JGGCHBEDRDRTJTBQDCC9ETV9
Felicdad,63,13,Modern Sarees,India,3490,213,5040,Felicdad Dumbare,5/4/2023,01JGGCHBEEZSX4G7DC5KV4XMM9
